epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,14138.5,0.52673,0.34036,0.92575,0.98876,0.98858,0.99227,0.9268,0.46932,0.19704,0.89639,0.00818335,0.00818335,0.00818335
369,14176.5,0.52061,0.33974,0.92408,0.98894,0.98941,0.99222,0.92643,0.46923,0.19732,0.89649,0.0081784,0.0081784,0.0081784
370,14214.9,0.51818,0.33713,0.92366,0.98883,0.98948,0.9922,0.92677,0.46902,0.19722,0.89653,0.00817345,0.00817345,0.00817345
371,14253.4,0.52294,0.34186,0.9276,0.98945,0.98872,0.99224,0.92631,0.46901,0.1977,0.89654,0.0081685,0.0081685,0.0081685
372,14291.8,0.52811,0.33838,0.93267,0.98911,0.98857,0.99227,0.92686,0.46868,0.19761,0.89643,0.00816355,0.00816355,0.00816355
373,14331.3,0.51811,0.33769,0.92589,0.98854,0.98958,0.99224,0.92684,0.46856,0.19751,0.89639,0.0081586,0.0081586,0.0081586
374,14369.5,0.51973,0.33857,0.92581,0.98845,0.98965,0.9922,0.92717,0.46851,0.19768,0.89642,0.00815365,0.00815365,0.00815365
375,14408.1,0.52024,0.34031,0.92667,0.98818,0.98958,0.99223,0.92705,0.46841,0.19733,0.89642,0.0081487,0.0081487,0.0081487
376,14446.1,0.52213,0.33886,0.92589,0.98824,0.9895,0.9922,0.92741,0.46835,0.19724,0.89651,0.00814375,0.00814375,0.00814375
377,14485,0.5199,0.33451,0.92339,0.98929,0.98864,0.99221,0.92708,0.46826,0.19714,0.89648,0.0081388,0.0081388,0.0081388
378,14523.6,0.5252,0.3368,0.92496,0.98936,0.9887,0.99215,0.92746,0.46823,0.19698,0.89649,0.00813385,0.00813385,0.00813385
379,14562.4,0.52059,0.33497,0.92497,0.98925,0.98864,0.99217,0.92725,0.46812,0.19696,0.89649,0.0081289,0.0081289,0.0081289
380,14600.4,0.52195,0.33942,0.92697,0.98942,0.98868,0.99224,0.92761,0.46818,0.19683,0.89656,0.00812395,0.00812395,0.00812395
381,14638.6,0.52147,0.33995,0.92969,0.98942,0.9887,0.99222,0.92777,0.4682,0.19671,0.89661,0.008119,0.008119,0.008119
382,14678.1,0.52082,0.34302,0.92758,0.9896,0.98871,0.99221,0.92776,0.46817,0.1969,0.89671,0.00811405,0.00811405,0.00811405
383,14716.4,0.51936,0.3367,0.9265,0.9897,0.98873,0.99219,0.92783,0.4681,0.19658,0.89666,0.0081091,0.0081091,0.0081091
384,14755.1,0.52008,0.33696,0.92375,0.98972,0.98876,0.99221,0.92715,0.46805,0.19645,0.89657,0.00810415,0.00810415,0.00810415
385,14793.3,0.5223,0.33801,0.92635,0.98939,0.98873,0.99216,0.92699,0.46798,0.19632,0.89664,0.0080992,0.0080992,0.0080992
386,14831.7,0.52149,0.33763,0.92972,0.98937,0.98877,0.99215,0.92699,0.46819,0.19666,0.89672,0.00809425,0.00809425,0.00809425
387,14870.4,0.52292,0.33684,0.92895,0.98941,0.98872,0.99219,0.92713,0.46808,0.19651,0.89676,0.0080893,0.0080893,0.0080893
388,14908.8,0.52194,0.34173,0.93019,0.98959,0.98857,0.99219,0.9274,0.46819,0.19656,0.89687,0.00808435,0.00808435,0.00808435
389,14947.3,0.52812,0.34358,0.93087,0.98951,0.98875,0.99222,0.92738,0.46813,0.19655,0.89687,0.0080794,0.0080794,0.0080794
390,14985.7,0.52129,0.34178,0.92665,0.98959,0.98876,0.99218,0.92759,0.46809,0.19633,0.8969,0.00807445,0.00807445,0.00807445
391,15024.3,0.5219,0.33862,0.9263,0.9895,0.98885,0.99222,0.92807,0.46805,0.19634,0.89696,0.0080695,0.0080695,0.0080695
392,15063.1,0.52222,0.3369,0.93187,0.98943,0.98885,0.99218,0.92774,0.46806,0.19675,0.89694,0.00806455,0.00806455,0.00806455
393,15101.4,0.52044,0.34219,0.9239,0.98953,0.98886,0.99217,0.92798,0.46797,0.19642,0.89685,0.0080596,0.0080596,0.0080596
394,15139.7,0.52029,0.33796,0.92309,0.98943,0.98888,0.99217,0.92742,0.46799,0.19674,0.89688,0.00805465,0.00805465,0.00805465
395,15177.7,0.52315,0.33751,0.92403,0.98949,0.98869,0.99219,0.92797,0.46801,0.19658,0.8969,0.0080497,0.0080497,0.0080497
396,15216,0.51708,0.33402,0.92221,0.98959,0.98879,0.99221,0.92815,0.46786,0.19647,0.89685,0.00804475,0.00804475,0.00804475
397,15254.2,0.52416,0.33742,0.92577,0.98918,0.98828,0.99218,0.92805,0.46794,0.1968,0.89689,0.0080398,0.0080398,0.0080398
398,15292.5,0.51827,0.33163,0.92444,0.98896,0.98874,0.99218,0.92801,0.46793,0.19695,0.89698,0.00803485,0.00803485,0.00803485
399,15330.6,0.51691,0.33508,0.92433,0.98884,0.98856,0.9922,0.92776,0.46776,0.19648,0.89703,0.0080299,0.0080299,0.0080299
400,15368.9,0.51413,0.33642,0.92065,0.98877,0.98871,0.99223,0.92772,0.4679,0.19674,0.8971,0.00802495,0.00802495,0.00802495
401,15408.3,0.52311,0.33894,0.92538,0.98877,0.98882,0.99219,0.9275,0.46791,0.19677,0.89713,0.00802,0.00802,0.00802
402,15446.7,0.52032,0.33404,0.92779,0.98837,0.98922,0.99221,0.92772,0.46789,0.19721,0.89712,0.00801505,0.00801505,0.00801505
403,15485.2,0.52151,0.33208,0.92512,0.98877,0.98884,0.99219,0.92779,0.46789,0.19725,0.89716,0.0080101,0.0080101,0.0080101
404,15523.5,0.51709,0.3358,0.92015,0.9884,0.98881,0.99222,0.92783,0.46783,0.19738,0.8971,0.00800515,0.00800515,0.00800515
405,15562.2,0.51988,0.33615,0.92502,0.9884,0.98882,0.99223,0.92809,0.46782,0.19761,0.89715,0.0080002,0.0080002,0.0080002
406,15600.7,0.51732,0.33897,0.92275,0.98854,0.98865,0.99225,0.92753,0.46783,0.19775,0.89717,0.00799525,0.00799525,0.00799525
407,15639.4,0.51497,0.3329,0.92241,0.98791,0.98965,0.99225,0.92742,0.46767,0.19783,0.89714,0.0079903,0.0079903,0.0079903
408,15677.5,0.52091,0.33798,0.92519,0.98898,0.98865,0.99224,0.92724,0.46756,0.19766,0.89708,0.00798535,0.00798535,0.00798535
409,15715.1,0.51724,0.33608,0.92228,0.98917,0.98887,0.99225,0.92737,0.46758,0.198,0.89703,0.0079804,0.0079804,0.0079804
410,15754.4,0.51427,0.33143,0.92364,0.98938,0.98865,0.99229,0.92747,0.46746,0.19823,0.89699,0.00797545,0.00797545,0.00797545
411,15792.8,0.51707,0.33498,0.92254,0.98953,0.98865,0.9923,0.92776,0.4675,0.19833,0.89706,0.0079705,0.0079705,0.0079705
412,15831.5,0.51276,0.32791,0.92129,0.98955,0.98865,0.99227,0.92751,0.46748,0.19832,0.89718,0.00796555,0.00796555,0.00796555
413,15869.8,0.51594,0.33217,0.91929,0.98992,0.98795,0.99227,0.92721,0.46755,0.19817,0.89727,0.0079606,0.0079606,0.0079606
414,15908.4,0.51948,0.33617,0.92183,0.98983,0.98774,0.99223,0.92736,0.46749,0.19811,0.8973,0.00795565,0.00795565,0.00795565
415,15946.8,0.51659,0.33591,0.92227,0.9901,0.98774,0.99223,0.92787,0.46755,0.19846,0.89735,0.0079507,0.0079507,0.0079507
416,15984.9,0.51567,0.33449,0.92507,0.98969,0.98774,0.99226,0.92749,0.46744,0.1987,0.89741,0.00794575,0.00794575,0.00794575
417,16023,0.51695,0.33932,0.92996,0.98945,0.98783,0.99222,0.92727,0.46754,0.1992,0.89742,0.0079408,0.0079408,0.0079408
418,16060.6,0.51616,0.339,0.92825,0.99008,0.98774,0.99222,0.92727,0.46749,0.19929,0.8974,0.00793585,0.00793585,0.00793585
419,16099.1,0.51606,0.33898,0.92399,0.99012,0.98774,0.99225,0.92708,0.46757,0.19918,0.89747,0.0079309,0.0079309,0.0079309
420,16138.8,0.51471,0.33126,0.92264,0.99037,0.98774,0.99222,0.9274,0.4676,0.19985,0.89753,0.00792595,0.00792595,0.00792595
421,16177.5,0.51435,0.33303,0.92262,0.99059,0.98767,0.99227,0.92736,0.4676,0.20019,0.89758,0.007921,0.007921,0.007921
422,16216,0.51882,0.33344,0.9247,0.99084,0.98757,0.99224,0.92756,0.4674,0.1995,0.89745,0.00791605,0.00791605,0.00791605
423,16254,0.51506,0.3338,0.9197,0.99086,0.9876,0.99224,0.92687,0.46738,0.19924,0.89748,0.0079111,0.0079111,0.0079111
424,16292.3,0.51404,0.32955,0.92022,0.99084,0.98761,0.99225,0.92728,0.46748,0.19893,0.89749,0.00790615,0.00790615,0.00790615
425,16330,0.51639,0.33267,0.92022,0.99089,0.98764,0.99223,0.92733,0.46756,0.19914,0.89749,0.0079012,0.0079012,0.0079012
426,16368.5,0.51839,0.33453,0.9231,0.99045,0.98767,0.99228,0.92678,0.46768,0.19924,0.89748,0.00789625,0.00789625,0.00789625
427,16407,0.51681,0.33564,0.92668,0.98987,0.98783,0.99223,0.9269,0.46775,0.19916,0.89744,0.0078913,0.0078913,0.0078913
428,16445.3,0.51766,0.33399,0.92449,0.98991,0.98782,0.99224,0.92671,0.46779,0.19922,0.89749,0.00788635,0.00788635,0.00788635
429,16484.8,0.5164,0.33641,0.92619,0.98979,0.98787,0.99224,0.92715,0.46783,0.19934,0.89754,0.0078814,0.0078814,0.0078814
430,16523.2,0.51239,0.33297,0.92291,0.98985,0.98775,0.99224,0.92675,0.46786,0.1994,0.89753,0.00787645,0.00787645,0.00787645
431,16562.2,0.50927,0.33198,0.91934,0.99003,0.9879,0.99225,0.92634,0.46778,0.19967,0.89756,0.0078715,0.0078715,0.0078715
432,16601.2,0.51882,0.3339,0.92589,0.99012,0.98799,0.99225,0.92644,0.46786,0.20004,0.89764,0.00786655,0.00786655,0.00786655
433,16640.4,0.52075,0.33469,0.92602,0.98997,0.98781,0.9922,0.92619,0.46793,0.19996,0.89768,0.0078616,0.0078616,0.0078616
434,16679.5,0.51013,0.33035,0.92108,0.99053,0.98807,0.99225,0.92684,0.46795,0.20013,0.89775,0.00785665,0.00785665,0.00785665
435,16717.5,0.51369,0.33267,0.9242,0.99056,0.98722,0.99223,0.9267,0.46791,0.20011,0.89777,0.0078517,0.0078517,0.0078517
436,16755.9,0.51337,0.3312,0.92454,0.99056,0.98651,0.99222,0.92684,0.46787,0.19997,0.89778,0.00784675,0.00784675,0.00784675
437,16794,0.50792,0.32739,0.9213,0.99056,0.98636,0.99225,0.9269,0.46789,0.19993,0.89789,0.0078418,0.0078418,0.0078418
438,16832.8,0.51747,0.33094,0.92404,0.99025,0.98605,0.99227,0.92719,0.46775,0.20019,0.89796,0.00783685,0.00783685,0.00783685
439,16871.3,0.51502,0.33126,0.92474,0.98752,0.98841,0.99227,0.92673,0.46771,0.20053,0.89801,0.0078319,0.0078319,0.0078319
440,16910.5,0.51988,0.33664,0.92295,0.98734,0.98915,0.99226,0.92695,0.46777,0.20069,0.89809,0.00782695,0.00782695,0.00782695
441,16949.1,0.52298,0.33926,0.92953,0.98758,0.98857,0.99231,0.92684,0.46786,0.20085,0.89816,0.007822,0.007822,0.007822
442,16988.4,0.51455,0.33095,0.92322,0.9878,0.98898,0.99233,0.92659,0.46796,0.20087,0.89822,0.00781705,0.00781705,0.00781705
443,17026.7,0.5181,0.33517,0.92671,0.98782,0.98833,0.99223,0.9261,0.46802,0.20085,0.8983,0.0078121,0.0078121,0.0078121
444,17065.1,0.51347,0.33677,0.92382,0.98746,0.98902,0.99232,0.92644,0.46797,0.20095,0.8983,0.00780715,0.00780715,0.00780715
445,17103.7,0.50954,0.32942,0.92216,0.98785,0.98858,0.99234,0.92671,0.46788,0.20115,0.89827,0.0078022,0.0078022,0.0078022
446,17141.3,0.51458,0.3338,0.92277,0.9873,0.98902,0.99235,0.92643,0.46795,0.20119,0.89824,0.00779725,0.00779725,0.00779725
